iter	Logloss
231	0.1310111497
232	0.1308278387
233	0.1305132222
234	0.1304289995
235	0.1301960515
236	0.1299870488
237	0.1299044822
238	0.1297720114
239	0.1293187007
240	0.1290464719
241	0.1287988429
242	0.1283822331
243	0.1282518762
244	0.1280649111
245	0.1278622381
246	0.1276445083
247	0.1273374541
248	0.1272310192
249	0.127077614
250	0.1267872592
251	0.126618385
252	0.1265330768
253	0.1263882126
254	0.1261379375
255	0.1256931733
256	0.1253729396
257	0.1250163985
258	0.1249457448
259	0.1247707424
260	0.1246319932
261	0.1244615839
262	0.1241251366
263	0.1239318203
264	0.1237675223
265	0.1234475832
266	0.123210954
267	0.1228882152
268	0.1226357935
269	0.1222382461
270	0.1219869414
271	0.1218567629
272	0.1215597998
273	0.1211446521
274	0.1205548901
275	0.1200454431
276	0.1197242638
277	0.1195824589
278	0.1193847794
279	0.118863658
280	0.1186748207
281	0.1183002087
282	0.1181253328
283	0.1178118681
284	0.1174357903
285	0.1171590919
286	0.11696712
287	0.1166944615
288	0.1162840691
289	0.1161750987
290	0.1159906573
291	0.1158090388
292	0.1157496405
293	0.1155541065
294	0.115223472
295	0.1148067499
296	0.1144316838
297	0.1143706986
298	0.1141388807
299	0.1139332455
300	0.1137775414
301	0.11338966
302	0.113010126
303	0.1126969808
304	0.1124949205
305	0.1124276818
306	0.112088105
307	0.1118931082
308	0.1117150102
309	0.1114954942
310	0.1112628793
311	0.1111742827
312	0.1110265564
313	0.1108271709
314	0.1105384308
315	0.1103800939
316	0.1101677505
317	0.1097969768
318	0.1095633325
319	0.109385846
320	0.1092391692
321	0.1091170293
322	0.1086403027
323	0.1084520791
324	0.1082783143
325	0.1081124815
326	0.1079112295
327	0.1077836142
328	0.1076966473
329	0.1074876394
330	0.1073099663
331	0.1072018083
332	0.1066846712
333	0.1065713886
334	0.1063114881
335	0.105965228
336	0.1058296505
337	0.1056610145
338	0.1053731918
339	0.1052418833
340	0.1050880404
341	0.1050070554
342	0.1046542439
343	0.1043279442
344	0.1041520113
345	0.1039885367
346	0.1035051302
347	0.1033931887
348	0.1032200149
349	0.1030458673
350	0.1028968299
351	0.1027496882
352	0.1025084658
353	0.102265688
354	0.1021787528
355	0.1018896726
356	0.1017360216
357	0.1016911741
358	0.1014532021
359	0.101340849
360	0.1011206715
361	0.1010071236
362	0.1009132915
363	0.1008028787
364	0.1007532123
365	0.1006257903
366	0.1004943807
367	0.1000797475
368	0.09994727004
369	0.0997328379
370	0.0996179802
371	0.09954711363
372	0.09941766216
373	0.09924452322
374	0.09915002563
375	0.09875124397
376	0.09859171581
377	0.09832935186
378	0.09810735719
379	0.0979129231
380	0.09763292054
381	0.09737598224
382	0.09733178374
383	0.09711356022
384	0.09694205948
385	0.09676949735
386	0.09666621491
387	0.09631151667
388	0.0962166619
389	0.09604015985
390	0.09586875725
391	0.09562453544
392	0.09545710123
393	0.09522592857
394	0.09506926514
395	0.09471545255
396	0.09456797572
397	0.09428082085
398	0.09415526842
399	0.09389902082
400	0.09367465142
401	0.09347734434
402	0.09322640798
403	0.09306529405
404	0.09300698304
405	0.09289486158
406	0.09259292505
407	0.09252269553
408	0.09236394011
409	0.09217350197
410	0.09197815588
411	0.09174179722
412	0.09148736098
413	0.09136357756
414	0.0910048095
415	0.09086746937
416	0.09070376567
417	0.09039913006
418	0.09030978287
419	0.09025582447
420	0.0901138858
421	0.08993799219
422	0.08979459663
423	0.08963450448
424	0.08942138393
425	0.08935507642
426	0.08908271184
427	0.08888399743
428	0.08866034795
429	0.08847112443
430	0.08840505848
431	0.08814128632
432	0.08803561189
433	0.08794132353
434	0.08782167008
435	0.08757822591
436	0.08732626255
437	0.08703571062
438	0.08693412907
439	0.08686465337
440	0.08658248362
441	0.08643878277
442	0.08627294785
443	0.08615334593
444	0.08611536996
445	0.08586120927
446	0.08584264059
447	0.08575536214
448	0.08572219731
449	0.08556170301
450	0.08548817246
451	0.08534944753
452	0.08511227519
453	0.08493747658
454	0.08487048292
455	0.08470066746
456	0.08461399296
457	0.08442129217
458	0.08433938443
459	0.08418855657
460	0.08411680846
461	0.08394574501
462	0.0838615384
463	0.08379536071
464	0.08360521259
465	0.08343899785
466	0.08320742775
467	0.08311560383
468	0.08296490718
469	0.0829026929
470	0.08278907158
471	0.08265650577
472	0.08254504697
473	0.082372396
474	0.08215738181
475	0.0821201509
476	0.08199907052
477	0.08176446186
478	0.08160477006
479	0.08155218104
480	0.08129102974
481	0.08100094224
482	0.08091369433
483	0.0806500766
484	0.08035737007
485	0.07998728442
486	0.07982350519
487	0.07960536536
488	0.07950048034
489	0.07931472904
490	0.0792858381
491	0.07908422629
492	0.07892152519
493	0.07873239203
494	0.07851263062
495	0.07843167833
496	0.07831362181
497	0.07807279891
498	0.0778418372
499	0.07761091473
500	0.07746397267
501	0.07722617892
502	0.07716692383
503	0.07703453971
504	0.0768842992
505	0.07676529781
506	0.0767517131
507	0.07658998737
508	0.07650770648
509	0.07639512433
510	0.07621792904
511	0.0760645604
512	0.07601125863
513	0.07592127895
514	0.07580613066
515	0.07556119389
516	0.07536421569
517	0.07533899198
518	0.07515743102
519	0.07504769773
520	0.07485580379
521	0.07479510376
522	0.07466736872
523	0.07454959435
524	0.07431061056
525	0.07400919629
526	0.07395279963
527	0.07382402908
528	0.07346607746
529	0.07343337348
530	0.07332262542
531	0.07324936106
532	0.07319195057
533	0.07309098684
534	0.07303890331
535	0.07298531798
536	0.07285312815
537	0.0728002189
538	0.07272475961
539	0.07257511397
540	0.07249210103
541	0.07239005669
542	0.07220396802
543	0.07214188688
544	0.07203689971
545	0.07196329825
546	0.07185684149
547	0.07165662733
548	0.07158384514
549	0.07151244699
550	0.07140277749
551	0.07120551038
552	0.07111490185
553	0.07101102467
554	0.07094891059
555	0.07083768694
556	0.07071954009
557	0.07066855112
558	0.07059268197
559	0.07046266602
560	0.07026782851
561	0.0701831415
562	0.0700862125
563	0.07002198292
564	0.06981855171
565	0.0696223095
566	0.06956277141
567	0.06947302679
568	0.06934499632
569	0.06920805837
570	0.06918151902
571	0.0690197464
572	0.06896796602
573	0.06886158597
574	0.06872195964
575	0.06857175654
576	0.06850714707
577	0.06844011365
578	0.06834133552
579	0.06831978
580	0.06816010231
581	0.06801766938
582	0.06791890727
583	0.06782205198
584	0.06768609917
585	0.06748926125
586	0.06740758483
587	0.06733036607
588	0.06724871114
589	0.06713748042
590	0.06703518368
591	0.06692212218
592	0.06678640273
593	0.06670684862
594	0.06660349045
595	0.06651849387
596	0.06647575054
597	0.0663079749
598	0.06619981453
599	0.06610119599
600	0.06600711373
601	0.06598682233
602	0.06585710309
603	0.06575951352
604	0.0656084713
605	0.06558473917
606	0.06556836296
607	0.06546504328
608	0.06534391024
609	0.06516493426
610	0.06512944067
611	0.06508989736
612	0.06498179901
613	0.06482462866
614	0.064801357
615	0.06479167364
616	0.06465350087
617	0.06457523677
618	0.06454948517
619	0.06445484998
620	0.06435134053
621	0.06430577456
622	0.06407301163
623	0.06399214095
624	0.06390268296
625	0.06376414483
626	0.06373728488
627	0.06371858625
628	0.06353205782
629	0.06334507494
630	0.06332120682
631	0.06311342017
632	0.06303037222
633	0.06296842783
634	0.0629097345
635	0.06282647663
636	0.0627619912
637	0.06263122115
638	0.06256657689
639	0.0623975212
640	0.06213834256
641	0.06209498438
642	0.06196007572
643	0.06184795043
644	0.06166045961
645	0.06156820844
646	0.06147689875
647	0.06139074738
648	0.06131160315
649	0.06122982472
650	0.06115963066
651	0.06105174687
652	0.06099450355
653	0.06087268059
654	0.06084310286
655	0.06072717758
656	0.06070144148
657	0.06063843676
658	0.06060541643
659	0.06052938168
660	0.06040299434
661	0.06033437636
662	0.06021632386
663	0.06016274075
664	0.06004685826
665	0.06001795679
666	0.05994454331
667	0.0597630639
668	0.05967247757
669	0.0595932926
670	0.0595766701
671	0.05956490952
672	0.05946737291
673	0.05940288579
674	0.05935342021
675	0.05924663947
676	0.05913054197
677	0.05898433706
678	0.0588119741
679	0.05862301073
680	0.05854232581
681	0.05851334921
682	0.05848703004
683	0.05830993321
684	0.05826797028
685	0.05822698013
686	0.05819067425
687	0.05816236213
688	0.05795539437
689	0.05784577832
690	0.05778621437
691	0.05761388053
692	0.0575403662
693	0.05748655885
694	0.05731651565
695	0.05729723795
696	0.05714067442
697	0.0569486878
698	0.05691105689
699	0.05678947941
700	0.05672965557
701	0.05669595155
702	0.05655043526
703	0.0565284649
704	0.0565066716
705	0.05647599834
706	0.05636870782
707	0.05625060115
708	0.05621652109
709	0.05614675026
710	0.05604138375
711	0.05601447478
712	0.05601096982
713	0.05594903734
714	0.05588165015
715	0.05586447396
716	0.05578730848
717	0.05573602885
718	0.05564662793
719	0.05556394942
720	0.05554587303
721	0.05542701455
722	0.05530696186
723	0.05518984447
724	0.05514777053
725	0.05513025327
726	0.05502599552
727	0.05493573128
728	0.05487260879
729	0.05484468922
730	0.05478869307
731	0.05477113981
732	0.054711327
733	0.05460008165
734	0.05453898365
735	0.05450756824
736	0.0544024086
737	0.05429441221
738	0.05421887259
739	0.05417709525
740	0.05415179817
741	0.05409705103
742	0.05407573685
743	0.05402994681
744	0.05393174189
745	0.05383322316
746	0.05369157674
747	0.05364008553
748	0.05358600697
749	0.053486476
750	0.05338045819
751	0.05325310396
752	0.05316512978
753	0.05307946876
754	0.05300866566
755	0.05299580302
756	0.0529047625
757	0.05280078472
758	0.05276163833
759	0.05269254087
760	0.05262803543
761	0.05254895475
762	0.05249747175
763	0.05248202898
764	0.05233736045
765	0.05220165506
766	0.05213333
767	0.05204814977
768	0.05189182899
769	0.05181086361
770	0.05172960399
771	0.05168903297
772	0.05161383035
773	0.05149438751
774	0.05138059441
775	0.05134922945
776	0.05127679365
777	0.05117503587
778	0.05101393432
779	0.05096507494
780	0.05087329382
781	0.05080545789
782	0.05073605233
783	0.05070147139
784	0.05061806531
785	0.05051341284
786	0.05039240777
787	0.05030081349
788	0.05024299733
789	0.050203783
790	0.05016412297
791	0.05012796049
792	0.0500817038
793	0.04998298732
794	0.04992495945
795	0.04987682763
796	0.04983551838
797	0.04967283312
798	0.04960100791
799	0.04953619977
800	0.04949930855
801	0.04940462741
802	0.04931742606
803	0.04924855861
804	0.04918383851
805	0.04916716055
806	0.04912131946
807	0.04900111812
808	0.04894153653
809	0.04891857911
810	0.04879371195
811	0.04871422215
812	0.04864201012
813	0.04854411933
814	0.04850977967
815	0.0483933113
816	0.04812938796
817	0.04807929688
818	0.04805164282
819	0.0480201368
820	0.0479566107
821	0.04790869429
822	0.04784669527
823	0.04780858944
824	0.0477460509
825	0.04770654456
826	0.04770138384
827	0.04770033231
828	0.04764126129
829	0.04764056468
830	0.04761374675
831	0.04758641738
832	0.04755730131
833	0.04753716366
834	0.04731814992
835	0.04718197205
836	0.04710359933
837	0.04707188725
838	0.04694642356
839	0.04683924731
840	0.04680961014
841	0.04675677111
842	0.0467039666
843	0.04667515868
844	0.04664552354
845	0.04661816459
846	0.04652919507
847	0.0464915801
848	0.04624584924
849	0.04614525261
850	0.04613378521
851	0.0461127425
852	0.04604028037
853	0.04601411608
854	0.04594234493
855	0.04577143849
856	0.04564803994
857	0.04562616182
858	0.04560465054
859	0.04559494817
860	0.04558957035
861	0.04550788569
862	0.04542482137
863	0.04541405142
864	0.04532110739
865	0.04523440823
866	0.0451798033
867	0.04516390464
868	0.04511076896
869	0.04503695096
870	0.04494321579
871	0.04488981761
872	0.04483076829
873	0.0447945146
874	0.0447319068
875	0.04470872844
876	0.04465985821
877	0.04464700697
878	0.04458845153
879	0.04452364384
880	0.0444699225
881	0.04442025687
882	0.04434287571
883	0.04426388349
884	0.04422873701
885	0.04416301872
886	0.04408538841
887	0.04397839357
888	0.04395763735
889	0.04392415765
890	0.04391098981
891	0.04388417826
892	0.04379040588
893	0.04375509741
894	0.0436282442
895	0.04356843928
896	0.04351379984
897	0.04345888776
898	0.04341240701
899	0.04338672693
900	0.04330923754
901	0.04327363613
902	0.043233244
903	0.04319303711
904	0.04312345846
905	0.04304968542
906	0.04293758491
907	0.0428173308
908	0.04281314749
909	0.04276889196
910	0.0427288552
911	0.04270470382
912	0.04261917009
913	0.04259726225
914	0.04258814731
915	0.04253416482
916	0.04242445289
917	0.04237348977
918	0.04231557943
919	0.04227469924
920	0.04225943601
921	0.04224455198
922	0.04222041735
923	0.04216887273
924	0.04213322681
925	0.04210002464
926	0.04205208483
927	0.04204154518
928	0.04200082099
929	0.04196302935
930	0.04191942665
931	0.04176717194
932	0.04171908916
933	0.04162546785
934	0.041572889
935	0.04151574577
936	0.04150183971
937	0.04145470487
938	0.04138699637
939	0.04129985008
940	0.04125338556
941	0.04116266401
942	0.0409159058
943	0.04086729275
944	0.04074883066
945	0.04072748044
946	0.04063895009
947	0.04054830866
948	0.04045759211
949	0.0404305459
950	0.04039362455
951	0.04032776876
952	0.04026002002
953	0.04025122952
954	0.04014594455
955	0.04011794408
956	0.04006390145
957	0.04004866119
958	0.03988396683
959	0.039815785
960	0.03977682763
961	0.03969047272
962	0.03966100346
963	0.03957600002
964	0.03956342373
965	0.03953779869
966	0.03953441528
967	0.03952509443
968	0.03949096221
969	0.03945209679
970	0.03941591311
971	0.03937706999
972	0.03933800567
973	0.03927680804
974	0.03925776368
975	0.03923482657
976	0.03923258244
977	0.03916404328
978	0.03913440159
979	0.03911374686
980	0.03904911506
981	0.03898221202
982	0.0389446957
983	0.03891872476
984	0.03882658373
985	0.03875437546
986	0.03868433129
987	0.03858404053
988	0.03853473972
989	0.03849217115
990	0.03839911174
991	0.03836937564
992	0.03831941611
993	0.03825808834
994	0.03816398537
995	0.03808354695
996	0.03806383431
997	0.03796157831
998	0.03787758039
999	0.0377639878
